NAMEKEY,SALESKEY,ITEMKEY,BALLDATE,BALLDESC,SERIALNO,BALLPRICE,BALLQTY,COLOR,WEIGHT,INSCRIPT,L1GRIP,L1GRIPSIZE,L1HOLESIZE,L1PITCH,L1PITCHF,L1PITCH2,L1PITCHF2,L2GRIP,L2GRIPSIZE,L2HOLESIZE,L2PITCH,L2PITCHF,L2PITCH2,L2PITCHF2,R1GRIP,R1GRIPSIZE,R1HOLESIZE,R1PITCH,R1PITCHF,R1PITCH2,R1PITCHF2,R2GRIP,R2GRIPSIZE,R2HOLESIZE,R2PITCH,R2PITCHF,R2PITCH2,R2PITCHF2,THSLUG,THSLUGSIZE,THHOLESIZE,THPITCH,THPITCHF,THPITCH2,THPITCHF2,BRIDGE,L1CUTTOCUT,L2CUTTOCUT,R1CUTTOCUT,R2CUTTOCUT,L1SPAN,L2SPAN,R1SPAN,R2SPAN,HAXIS,VAXIS,VAXISUORD,STOCKKEY,PININOUT,TOPWEIGHT,BRIDGE1,BRIDGE2,COMMENTS1,COMMENTS2,SIDEWEIGHT,FINGWEIGHT,DRILLING,CGOVER,CGUP,PINOVER,PINUP,OVALANGLE,OVALWIDTH,DRILLTYPE,WHSIZE,WHDEPTH,WHWEIGHT,WHOVER,WHUP,NUMFINGERS,LEFTRIGHT,MACHSETF1,MACHSETF2,MACHSETF3,MACHSETF4,MACHSETTH,OVALANGLEN,OVALWIDTHN,COMMENTS3,SURFTEXTUR,ENDSIDEWH,ENDFINGTH,HAXISLR,MASSBIAS,F1OVALSIZE,F2OVALSIZE,F3OVALSIZE,F4OVALSIZE,ENDWTTOPB,ENDSIDEPM,ENDFTLIT,DIAMTRACK,SALEPERSON,FINISHDATE,DRCOMMENTS,IPSIAWIDTH,OVALCALCUL
10184,1171,3030,2011-09-01,DV8 Hell Raiser,GDJ41091,224.95,1,Yellow/Red/Black,16.0,,None,,,None,None,,,Vise Oval,11/16,VACU,Lt,Rev,3/8,1/4,Vise Oval,21/32,VACU,Rt,Rev,3/8,1/4,None,,,None,None,,,Vise IT Thumb S,1 1/4,57/64,None,Rev,,1/4,,,4 11/16+,4 7/8,,,5 1/16,5 3/16,,4 5/8,5/16,Up,1563,4-5,2.0,1/4,,,,0.0,0.0,45 X 5 X 30,,,"5""",to PAP,,,Finger Tip,3/4,3 1/8,3/8,2 1/4 >,PAP,2,Right,,,,,,45,.985,,box,,,Right,45 degrees,,,,,Bottom,None,None,,,,"45 X 5 X 30

cut to cuts are actual 31/32 to 1 5/16, VACU to IT

",,Ebonite
10497,1172,3033,2011-09-01,Storm Virtual Gravity Nano,11TVSE31H042,229.95,1,Orange/Navy/Cobalt,15.0,,None,,,None,None,,,Vise PL,11/16,31/32,Lt,Rev,3/8,1/2,Vise PL,11/16,31/32,Rt,Rev,3/8,1,None,,,None,None,,,None,,15/16,Lt,Rev,1/4,1/4,,,,,,,4 21/32,4 3/4,,4 3/8,1/2,Up,1230,2-3,2.54,1/4,,,,0.0,0.0,20 X 4 X 20,,,,,,,Finger Tip,31/32,2 3/4,1/4,2 1/4 >,PAP,2,Right,,,,,,,,,,1/8,1/2,Right,,,,,,Bottom,Plus,Finger,,,,"20 X 4 X 20

713-398-2609",,IPSIA
10474,1173,3034,2011-09-01,Hammer Epidemic,48G9472,189.95,1,Full Spectrum,15.0,,None,,,None,None,,,Vise Oval,25/32,31/32,Lt,Rev,3/8,1/2,Vise Oval,3/4,31/32,Rt,Rev,3/8,1/2,None,,,None,None,,,Vise IT Thumb S,1 3/8,1 7/16,Lt,Rev,1/4,1/4,,,4 1/16+,4 7/32+,,,4 7/16,4 5/8,,,,None,1573,3-4,3.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,5/8,,,2,Right,,,,,,,,,box,,3/8,Right,,,,,,Top,None,Finger,,,,"PLUG THUMB, GRIPS, DROP FILL FINGERS, ADD IT THUMB
59/64 MILLED TO 1.040 AT 45 DEGREES
START 59 BIT 3/32 INSIDE SLUG FROM LEFT SIDE TO MAKE THE MILL FOR IT THUMB

SMALLER THUMB= 57/64 MILLED TO 1.020 AT 45 DEGREES",,Ebonite
10132,1176,3040,2011-09-01,Motiv Recon RX-1,WCD 02891,159.95,1,Silver Pearl,15.0,,None,,,None,None,,,Vise PL,25/32,31/32,Lt,Rev,3/8,1/2,Vise PL,3/4,31/32,Rt,Rev,3/8,5/8,None,,,None,None,,,Vise Urethane S,1 1/4,7/8,Lt,Rev,1/8,1/4,,,,,,,4 11/16,4 13/16,,5,1/8,Up,1263,3-4,2.5,1/4,,,,0.0,0.0,60 X 5 X 40,,,5 inches,to PAP,,,Finger Tip,,,1/2,,,2,Right,,,,,,45,.910,,box 4000 polished,5/8,,Right,60 degrees,,,,,Top,Plus,None,,,,"

",,Ebonite
10498,1178,3045,2011-09-02,DV8 Hell Raiser,GDF11134,224.95,1,Yellow/Red/Black,15.0,,None,,,None,None,,,Vise Oval,23/32,31/32,Lt,Rev,3/8,1/4,Vise Oval,11/16,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,Vise Urethane S,1 1/4,55/64,Lt,Rev,1/8,1/8,,,,,,,4 11/16,4 13/16,,,,None,1562,4-5,2.8,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,27/32,3,9/16,"6"" >",,2,Right,,,,,,45,.930,,BOX,1/2,,Right,,,,,,Bottom,Plus,None,,,,,,Ebonite
10352,1179,3049,2011-09-02,Storm Prodigy,D1A20492,199.95,1,Carbon/Sapphire/Sterling,15.0,,None,,,None,None,,,Vise Oval,5/8,VACU,Lt,Rev,3/8,3/8,Vise Oval,37/64,VACU,Rt,Rev,3/8,3/8,None,,,None,None,,,Vise IT Thumb S,,1 5/16,Lt,Rev,1/4,1/8,,,4 5/32,4 5/32,,,4 9/16,4 11/16,,,,None,891,2-3,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,9/16,Right,,,,,,Top,None,Finger,,,,"

4 1/8 SPANS ""PRE MARKED"" TOUR STYLE",,Ebonite
10500,1180,3052,2011-09-02,Brunswick Karma Pearl,CDK51216,129.95,1,Blue/Green,14.0,,None,,,None,None,,,Vise Oval,45/64,31/32,Lt,Rev,1/4,3/8,Vise Oval,43/64,31/32,Rt,Rev,1/2,3/8,None,,,None,None,,,Vise Urethane S,1 1/8,53/64,Lt,Rev,1/8,1/4,,,,,,,4 11/16,4 15/16,,,,None,1337,3-4,2.2,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,1/4,,,2,Right,,,,,,45,.910,,box,,1/4,Right,,,,,,Top,None,Finger,,,,,,Ebonite
10501,0,0,2011-09-03,Ebonite Big Time,,0.0,1,Black/Silver,15.0,,None,,,None,None,,,Vise Oval,23/32,31/32,Lt,Rev,3/8,1/2,Vise Oval,43/64,31/32,Rt,Rev,3/8,1/2,None,,,None,None,,,Vise Urethane S,1 1/4,7/8,Lt,Rev,1/8,1/8,,,,,,,4 5/16,4 7/16+,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.930,,,,,Right,,,,,,None,None,None,,,,"DROP FILL FINGERS, PLUG THUMB, GRIPS, SLUG",,Ebonite
10501,0,0,2011-09-03,Storm El Nino Wrath,,0.0,1,Black/Silver,15.0,,None,,,None,None,,,Vise Oval,23/32,31/32,Lt,Rev,3/8,1/2,Vise Oval,43/64,31/32,Rt,Rev,3/8,1/2,None,,,None,None,,,Vise Urethane S,1 1/4,7/8,Lt,Rev,1/8,1/8,,,,,,,4 5/16,4 7/16+,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.930,,,,,Right,,,,,,None,None,None,,,,"DROP FILL FINGERS, PLUG THUMB, GRIPS, SLUG",,Ebonite
10504,1184,3065,2011-09-06,Brunswick Karma Solid,CDP41019,129.95,1,Black/Blue,15.0,,None,,,None,None,,,Vise Oval,41/64,31/32,Lt,Rev,3/8,1/4,Vise Oval,11/16,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,Vise Urethane S,1 1/8,51/64,Rt,Rev,1/8,1/4,,,,,,,4 3/4,4 5/8,,,,None,1333,2-3,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,1/4,,,2,Left,,,,,,45,.885,,,5/8,,Right,,,,,,Top,Plus,None,,,,,,Ebonite
10240,1185,3071,2011-09-06,Brunswick T Zone Patriot Blaze,DCR2189,0.0,1,Patriot Blaze,15.0,,None,,,None,None,,,Vise PL,49/64,31/32,Lt,Rev,1/2,3/8,Vise PL,43/64,31/32,Rt,Rev,3/8,3/8,None,,,None,None,,,Vise IT Thumb S,,1 5/16,Rt,Rev,1/8,1/8,,,4 7/16,,,,,,,4 5/8,3/16,Up,1301,N/A,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
10505,1186,3075,2011-09-06,Storm Virtual Gravity Nano,11TVSE04I043,229.95,1,Orange/Navy/Cobalt,15.0,,None,,,None,None,,,Vise PL,25/32,31/32,Lt,Rev,3/8,1,Vise PL,45/64,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,Vise Urethane S,1 1/4,61/64,Lt,Rev,1/16,5/16,,,,,,,4 5/8,4 3/4,,,,None,1230,3-4,2.58,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,29/32,2 3/4,1 1/4,"7"" >",1/2 up,2,Right,,,,,,45,.995,,,3/8,3/8,Right,,,,,,Bottom,Plus,Finger,,,,,,Ebonite
10506,1189,3080,2011-09-06,Storm Tropical Heat,11TTKD11H028,139.95,1,Black/Silver,15.0,,None,,,None,None,,,Vise Oval,3/4,31/32,Lt,Rev,3/8,1/4,Vise Oval,45/64,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,Vise Urethane S,1 1/4,57/64,None,Rev,,1/4,,,,,,,4 5/8,4 11/16,,,,None,863,2-3,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,57/64,2 3/4,,"6"" >","2"" v",2,Right,,,,,,45,.960,,,,13/16,Right,,,,,,None,None,Finger,,,,,,Ebonite
10392,0,0,2011-09-06,Victory Road,,0.0,1,Purple/Black,14.12,,None,,,None,None,,,Vise Oval,43/64,31/32,Lt,Fwrd,3/8,1/8,Vise Oval,5/8,31/32,Rt,Fwrd,3/8,1/8,None,,,None,None,,,Vise Urethane S,1 1/8,25/32,None,Rev,,1/4,,,,,,,4 5/8,4 3/4,,,,None,0,2-3,3.33,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,1 1/4,,,2,Right,,,,,,45,.820,,BOX,1/2,13/16,Right,,,,,,Top,Plus,Finger,,,,BLANK DRILL,,Ebonite
10507,1190,3085,2011-09-07,Storm Tropical Heat,11TTKD11H020,132.95,1,Black/Silver,15.0,,None,,,None,None,,,Vise Oval,27/32,1 1/32,Lt,Rev,3/8,5/8,Vise Oval,3/4,31/32,Rt,Rev,3/8,1/2,None,,,None,None,,,Vise Urethane S,1 1/4,57/64,Lt,Rev,1/8,1/4,,,,,,,4 5/8,4 3/4,,4 9/16,7/16,Up,863,3-4,3.45,1/4,,,,0.0,0.0,75 X 5 X 45,,,"5""",to PAP,,,Finger Tip,,,1 1/4,,,2,Right,,,,,,45,.945,,box,1/4,,Right,75 degrees,,,,,Top,Plus,None,,,,"pin over fingers on bridge, cg on span line, no hole

75 X 5 X 45",,Ebonite
10507,1190,3087,2011-09-07,Storm Virtual Gravity Nano,11TVSE31A026,229.95,1,Orange/Navy/Cobalt,15.0,,None,,,None,None,,,Vise Oval,27/32,1 1/32,Lt,Rev,3/8,5/8,Vise Oval,3/4,31/32,Rt,Rev,3/8,1/2,None,,,None,None,,,Vise Urethane S,1 1/4,57/64,Lt,Rev,1/8,1/4,,,,,,,4 5/8,4 3/4,,4 9/16,7/16,Up,1230,3-4,2.16,1/4,,,,0.0,0.0,40 X 4 1/2 X 25,,,"4 1/2""",to PAP,,,Finger Tip,,,9/16,,,2,Right,,,,,,45,.945,,box 4000 Abralon,1/2,1/8,Right,40 degrees,,,,,Bottom,Plus,Finger,,,,40 X 4 1/2 X 25,,Ebonite
10138,0,0,2011-09-07,Lane #1 Buzzbomb Carnage,1FF00636,0.0,1,Midnight/Sky Blue,16.06,,None,,,None,None,,,Vise Power Lift,3/4,31/32,Lt,None,1/8,,Vise Power Lift,3/4,31/32,Rt,Rev,5/8,1/4,None,,,None,None,,,Turbo Switch Gr,,1 1/2,Lt,Rev,1/4,3/8,,,4 1/4,4 1/4,,,4 13/16,4 13/16,,,,None,1457,4-5,3.75,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,1,2 3/4,1/2,6 1/2 >,3/4 ^,2,Right,,,,,,,,,box,7/8,3/8,Right,,,,,,Bottom,Plus,Finger,,,,"SWITCH GRIP NOTCH TO BACK OF THUMB HOLE

BLANK DRILL FROM BALL LEAGUE",,IPSIA
10123,0,0,2011-09-07,Elite Warfare,CF151850,0.0,1,Orange/Purple pearl,15.31,,None,,,None,None,,,Vise Power Lift,51/64,31/32,Lt,Rev,3/8,1/8,Vise Power Lift,23/32,31/32,Rt,Rev,3/8,1/8,None,,,None,None,,,Vise Urethane S,1 3/8,59/64,Lt,Rev,1/4,1/2,,,,,,,5 11/16,5 13/16,,,,None,0,3-4,3.5,1/4,,,,0.0,0.0,70 X 4 1/4 X 15,,,,,,,Finger Tip,,,1 1/2,,,2,Right,,,,,,45,.980,,,3/8,1/2,Right,,,,,,Top,Plus,Finger,,,,"70 X 4 1/4 X 15    USING GENERIC PAP OF 5 OVER AND 3/4 UP

BLANK DRILL",,Ebonite
10509,1195,3096,2011-09-07,Brunswick T Zone Patriot Blaze,,89.95,1,Patriot Blaze,10.0,,None,,,None,None,,,None,,11/16,Lt,Fwrd,3/8,1/8,None,,5/8,Rt,Fwrd,3/8,1/8,None,,,None,None,,,None,,49/64,Rt,Fwrd,1/8,1/4,,,,,,,2 15/16,3 1/16,,,,None,1617,N/A,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
10038,1198,3107,2011-09-08,Storm Virtual Gravity Nano,11TVSG27L029,229.95,1,Orange/Navy/Cobalt,15.0,,None,,,None,None,,,Vise Oval,3/4,31/32,Lt,None,1/2,,Vise Oval,25/32,31/32,Rt,Rev,1/4,1/8,None,,,None,None,,,Vise Urethane S,1 1/4,55/64,Rt,Rev,1/8,1/4,,,4 7/8,4 3/4,,,,,,,,None,1230,3-4,2.47,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,1/8,,,2,Left,,,,,,45,.990,,box,3/8,7/16,Right,,,,,,Top,Plus,Finger,,,,,,Ebonite
10282,1196,3121,2011-09-08,900 Global Favorite,0FF01463,99.95,1,Black,13.0,,None,,,None,None,,,Vise Oval,43/64,VACU,Lt,Rev,1/4,5/8,Vise Oval,41/64,VACU,Rt,Rev,5/8,1,None,,,None,None,,,Vise Urethane S,1 1/8,53/64,Lt,Fwrd,1/8,1/4,,,,,,,4 7/8,5,,5 7/8,7/8,Up,1607,1-2,2.25,1/4,,,,0.0,0.0,45 X 4 X 20,,,,,,,Finger Tip,,,7/8,,,2,Right,,,,,,45,.870,,"2000 Abralon, no polish",7/8,7/8,Right,,,,,,Bottom,Plus,Finger,,,,"

45 X 4 X 20",,Ebonite
10035,1207,3123,2011-09-09,Storm Natural,10TNAC31L023,149.95,1,Black,16.0,,None,,,None,None,,,Vise PL,41/64,VACU,Lt,Rev,3/8,1/4,Vise PL,19/32,VACU,Rt,Rev,3/8,1/8,None,,,None,None,,,Vise IT Thumb S,1 1/4,1 5/16,Rt,Rev,1/8,1/8,,,4 1/8,4 3/16,,,4 5/8,4 3/4,,,,None,1612,2-3,3.3,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,29/32,2 3/4,,6 1/2 >,1/2 ^,2,Right,,,,,,,,,,3/8,3/8,Right,,,,,,None,Plus,Finger,,,,START PILOT BIT AT CENTER OF THUMB IT SLUG,,Ebonite
10511,0,0,2011-09-09,TEst Grip,,0.0,1,,0.0,,None,,,None,None,,,Vise Oval,3/4,VACU,Lt,Rev,3/8,3/8,Vise Oval,43/64,VACU,Rt,Rev,3/8,3/8,None,,,None,None,,,None,,31/32,Lt,Rev,1/4,1/8,,,,,,,3 3/4,3 15/16,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,1.010,,resurfaced 2000,,,Right,,,,,,None,None,None,,,,,,Ebonite
10412,0,0,2011-09-09,Specs,,0.0,1,,15.0,,None,,,None,None,,,None,,43/64,Lt,Rev,3/8,3/16,None,,5/8,Rt,Rev,3/8,3/16,None,,,None,None,,,Vise Urethane S,1 1/4,27/32,None,Fwrd,,3/16,,,,,,,4 3/16,4 1/16,,5 1/4,9/16,Up,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,1.000,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
10264,1214,3140,2011-09-10,Brunswick Karma Solid,CDV41104,129.95,1,Black/Blue,14.0,,None,,,None,None,,,Vise Oval,21/32,31/32,Lt,Rev,3/8,1/8,Vise Oval,39/64,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,None,,57/64,Lt,Fwrd,1/8,1/4,,,,,,,3 13/16,3 15/16,,,,None,1334,2-3,2.7,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,3/4,,,2,Right,,,,,,,,,,3/4,1/4,Right,,,,,,Top,Plus,Thumb,,,,,,IPSIA
10513,1215,3142,2011-09-10,Ebonite Cyclone Black/Gold/Silver,1D291315A,124.95,1,Black/Gold/Silver,12.0,,None,,,None,None,,,Vise Lady Oval,17/32,7/8,Lt,None,3/8,,Vise Lady Oval,17/32,55/64,Rt,Rev,3/8,1/8,None,,,None,None,,,None,,47/64,None,Fwrd,,1/4,,,,,,,3 3/8,3 1/2,,,,None,1471,1-2,1.75,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,7/8,,,2,Right,,,,,,,,,,1/2,1/8,Right,,,,,,Top,Plus,Finger,,,,,,IPSIA
10514,1218,3148,2011-09-10,Brunswick Slingshot Silver/Black,DD721094,119.95,1,Silver/Black,13.0,,None,,,None,None,,,None,,53/64,Lt,Rev,3/8,1/8,None,,3/4,Rt,Rev,3/8,1/8,None,,,None,None,,,None,,7/8,None,Rev,,1/4,,,,,,,3 15/16,4 1/8,,,,None,895,2-3,2.7,1/4,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Right,,,,,,45,.905,,box,,,Right,,,,,,None,None,None,,,,,,Ebonite
10449,0,0,2011-09-10,Storm Virtual Gravity Nano,11TVSE31L044,0.0,1,,15.25,,None,,,None,None,,,Vise Oval,49/64,31/32,Lt,Rev,3/8,1/4,Vise Oval,43/64,31/32,Rt,Rev,3/8,3/8,None,,,None,None,,,Vise Urethane S,1 1/4,59/64,Lt,Rev,1/8,1/4,,,,,,,4 7/8,5 1/16,,,,None,0,1-2,2.45,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,53/64,3,1/2,6 1/2 >,1/4 ^,2,Right,,,,,,45,.955,,box 4000 abralon,1/4,,Right,,,,,,Bottom,Plus,None,,,,BLANK DRILL,,Ebonite
10221,1227,3160,2011-09-12,Ebonite Cyclone Black/Gold/Silver,,124.95,1,Black/Gold/Silver,14.0,,None,,,None,None,,,Vise Power Lift,3/4,31/32,Lt,Rev,3/8,1/8,Vise Power Lift,23/32,31/32,Rt,Rev,3/8,1/8,None,,,None,None,,,Pro Sports Tape,59/64,1 1/8,Lt,Rev,1/8,1/4,,,4 7/32,4 3/8,,,4 9/16,4 11/16+,,,,None,1472,N/A,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
10493,1228,3163,2011-09-13,Storm Virtual Gravity Nano,11TVSB25K109,229.95,1,Orange/Navy/Cobalt,16.0,,None,,,None,None,,,Vise PL,25/32,31/32,Lt,Rev,3/8,3/8,Vise PL,11/16,31/32,Rt,Rev,3/8,3/8,None,,,None,None,,,Vise Urethane S,1 1/4,27/32,Lt,Rev,1/4,1/4,,,,,,,4 9/16,4 11/16,,4 1/2,1/2,Up,1231,2-3,0.0,1/4,,,,0.0,0.0,60 X 4 1/2 X 30,,,,,,,Finger Tip,,,1 1/4,,,2,Right,,,,,,45,.960,,box 4000 Abralon no polish,1/4,1/8,Right,,,,,,Top,Minus,Finger,,,,60 X 4 1/2 X 30,,Ebonite
10515,0,0,2011-09-13,Slingshot,,0.0,1,Silver/Black,15.0,,None,,,None,None,,,Vise Oval,11/16,31/32,Lt,Rev,3/8,1/8,Vise Oval,3/4,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,None,,29/32,Rt,Rev,1/8,3/8,,,,,,,4 7/8,4 3/4,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Left,,,,,,45,.960,,resurfaced 2000 polished,,,Right,,,,,,None,None,None,,,,"PLUG THUMB, DROP FILL FINGERS, GRIPS, NO SLUG",,Ebonite
10516,0,0,2011-09-13,Brunswick Wizard,,0.0,1,Blue/Black,0.0,,None,,,None,None,,,Vise Oval,3/4,31/32,Lt,Rev,3/8,1/2,Vise Oval,45/64,31/32,Rt,Rev,3/8,5/8,None,,,None,None,,,Vise Urethane S,1 1/4,57/64,Lt,Rev,1/4,3/8,,,,,,,4 13/16,5,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.935,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
10358,0,0,2011-09-13,Track 718A,1E230010A,0.0,1,Black/Blue/Caramel,15.0,,None,,,None,None,,,Vise Oval,53/64,1 1/32,Lt,Rev,3/8,3/8,Vise Oval,53/64,1 1/32,Rt,Rev,3/8,1/2,None,,,None,None,,,Vise IT Thumb S,,1 7/16,Lt,Rev,1/4,1/2,,,4 7/8,4 15/16,,,5 1/4,5 5/16,,,,None,0,3-4,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,1/8,,,2,Right,,,,,,,,,,3/4,1/2,Right,,,,,,Bottom,Plus,Finger,,,,"PREFERS CLEAR FINGER GRIPS, BLACK SLUGS

29/32 TO 1.170 AT 45 DEGREES",,IPSIA
10518,1233,3174,2011-09-13,Brunswick Slingshot Black/Pink,DDC51192,119.95,1,Black/Pink,12.0,,None,,,None,None,,,Vise Oval,41/64,31/32,Lt,Rev,3/8,1/8,Vise Oval,9/16,31/32,Rt,Rev,3/8,1/8,None,,,None,None,,,None,,47/64,Rt,Fwrd,1/8,1/4,,,,,,,4 9/16,4 11/16,,,,None,1515,3-4,3.2,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.830,,,,,Right,,,,,,None,None,None,,,,"
",,Ebonite
10341,0,0,2011-09-14,Anaconda,,0.0,1,,15.0,,None,,,None,None,,,Vise Oval,3/4,31/32,Lt,Rev,3/8,1/8,Vise Oval,21/32,31/32,Rt,Rev,3/8,1/2,None,,,None,None,,,Vise Urethane S,1 1/4,55/64,None,Rev,,1/4,,,,,,,4 7/8,5 1/16,,4 5/8,3/4,Up,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.925,,,,,Right,,,,,,None,None,None,,,,45 X 4 X 30,,Ebonite
10300,0,0,2011-09-14,Track 718A,1E230298,0.0,1,Black/Blue/Caramel,15.25,,None,,,None,None,,,Vise Oval,5/8,31/32,Lt,Rev,1/2,3/8,Vise PO,39/64,31/32,Rt,Rev,1/4,1/8,None,,,None,None,,,Vise Urethane S,1 1/8,51/64,None,None,,,,,4 7/32,4 3/16,,,,,,4 1/2,5/8,Up,0,2-3,3.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,1/4,,,2,Right,,,,,,,,,box,1/4,3/8,Right,,,,,,Top,Plus,Finger,,,,"BLANK DRILL

70 X 4 1/2 X 20",,IPSIA
10467,0,0,2011-09-15,Copy Inferno,,0.0,1,,0.0,,None,,,None,None,,,Vise Oval,3/4,VACU,Lt,Rev,3/8,1/2,Vise Oval,11/16,VACU,Rt,Rev,3/8,1/2,None,,,None,None,,,Vise Urethane S,1 1/4,61/64,Rt,Rev,1/8,1/8,,,4 1/16,4 1/16,,,4 1/4,4 1/4,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
10511,1238,3194,2011-09-15,DV8 Reckless,HD351229,179.95,1,Blue/Green,15.0,,None,,,None,None,,,Vise Oval,3/4,VACU,Lt,Rev,3/8,3/8,Vise Oval,43/64,VACU,Rt,Rev,3/8,3/8,None,,,None,None,,,None,,31/32,Lt,Rev,1/4,1/8,,,,,,,3 3/4,3 15/16,,,,None,1591,2-3,2.1,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,1/4,,,2,Right,,,,,,45,1.010,,box,1/2,,Right,,,,,,Bottom,Plus,Finger,,,,,,Ebonite
10515,0,0,2011-09-15,Power Swing,,0.0,1,Silver/Black,14.0,,None,,,None,None,,,Vise Oval,11/16,31/32,Lt,Rev,3/8,1/8,Vise Oval,3/4,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,None,,29/32,Rt,Rev,1/8,3/8,,,,,,,4 7/8,4 3/4,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Left,,,,,,45,.960,,resurfaced 2000 polished,,,Right,,,,,,None,None,None,,,,"PLUG THUMB, DROP FILL FINGERS, GRIPS, NO SLUG",,Ebonite
10070,1242,3201,2011-09-15,Track Inc. 100P,11TMPF06I034,89.95,1,Red Sparkle,15.0,,None,,,None,None,,,Vise Oval,25/32,31/32,Lt,Rev,3/8,1/8,Vise Oval,23/32,31/32,Rt,Rev,3/8,1/8,None,,,None,None,,,Vise IT Thumb S,,1 7/16,Lt,Rev,1/8,1/4,,,4 5/16,4 7/16+,,,4 23/32,4 7/8,,4 13/16,3/8,Up,1623,N/A,0.0,1/4,,,,0.0,0.0,40 X 4 1/2 X 25,,,4 1/2,TO PAP,,,Finger Tip,53/64,3,1/4,2 1/4 >,PAP,2,Right,,,,,,,,,BOX 1500 POLISHED,1/2,1/4,Right,40 DEGREES,,,,,Top,Plus,Finger,,,,"THUMB IS 15/16 MILLED TO .985 @45 DEGREES
",,Ebonite
10520,1244,3205,2011-09-16,Brunswick T Zone Indigo Swirl,,89.95,1,Blue/Black/White,15.0,,None,,,None,None,,,None,,27/32,Lt,Rev,3/8,1/8,None,,25/32,Rt,Rev,3/8,1/8,None,,,None,None,,,None,,29/32,None,Rev,,1/4,,,,,,,3 3/4,3 15/16,,,,None,1632,N/A,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Right,,,,,,45,1.040,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
